종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"043340","에쎈테크","KOSDAQ","중견기업부","692","11","1.62","681","692","680","33105","22731587","49824000000","72000000"
"023960","에쓰씨엔지니어링","KOSPI",,"1729","10","0.58","1715","1758","1708","112166","193537084","55971665204","32372276"
"298690","에어부산","KOSPI",,"3050","-30","-0.97","3085","3125","3030","286839","880127015","355752000000","116640000"
"187660","에이디엠코리아","KOSDAQ","중견기업부","1921","-5","-0.26","1926","1944","1902","107687","206489462","41947436250","21836250"
"054630","에이디칩스","KOSDAQ","투자주의환기종목(소속부없음)","271","-5","-1.81","276","278","268","454813","123463460","21601263931","79709461"
"200710","에이디테크놀로지","KOSDAQ","우량기업부","26300","-650","-2.41","27000","27350","25900","284737","7481974600","353131914700","13427069"
"096690","에이루트","KOSDAQ","중견기업부","573","68","13.47","509","575","502","12548214","6939390776","92243802204","160983948"
"140910","에이리츠","KOSPI",,"3440","-70","-1.99","3565","3565","3440","9944","34574805","15352830080","4463032"
"078520","에이블씨엔씨","KOSPI",,"6460","-90","-1.37","6550","6600","6440","69803","452945780","168051480060","26014161"
"298380","에이비엘바이오","KOSDAQ","기술성장기업부","20250","-550","-2.64","20700","21100","19990","347991","7136827150","969823914750","47892539"
"203400","에이비온","KOSDAQ","기술성장기업부","6680","650","10.78","6260","6880","6180","331848","2181392410","129646649080","19408181"
"195990","에이비프로바이오","KOSDAQ","중견기업부","560","-10","-1.75","556","572","540","1791902","1001130860","159426243760","284689721"
"003800","에이스침대","KOSDAQ","우량기업부","26300","200","0.77","26400","26600","25950","2295","60341500","291667000000","11090000"
"088800","에이스테크","KOSDAQ","중견기업부","2130","50","2.40","2100","2165","2080","1507520","3207614385","148942535490","69926073"
"241840","에이스토리","KOSDAQ","중견기업부","13560","150","1.12","13410","13560","13240","41798","560295000","129362318640","9539994"
"311960","에이아이더뉴트리진","KONEX","일반기업부","12060","-110","-0.90","12120","12120","12060","54","654230","36935727840","3062664"
"453860","에이에스텍","KOSDAQ","벤처기업부","33950","-750","-2.16","34800","36400","33150","110312","3810096500","192062449250","5657215"
"312610","에이에프더블류","KOSDAQ","중견기업부","2925","-15","-0.51","2940","2995","2890","27145","79424325","59251397400","20256888"
"015260","에이엔피","KOSPI",,"1410","-9","-0.63","1411","1445","1387","116144","162686186","63614820540","45116894"
"172670","에이엘티","KOSDAQ","벤처기업부","21450","-1100","-4.88","22600","22700","21000","220482","4755763350","192197555550","8960259"
"234070","에이원알폼","KONEX","일반기업부","1230","-19","-1.52","1229","1230","1229","50","61490","8534332860","6938482"
"445090","에이직랜드","KOSDAQ","벤처기업부","45450","-3500","-7.15","49450","50500","45000","603502","28141630800","481102794000","10585320"
"072990","에이치시티","KOSDAQ","우량기업부","8190","-10","-0.12","8200","8280","8180","4523","37156950","58726894590","7170561"
"227100","에이치앤비디자인","KOSDAQ","중견기업부","2955","295","11.09","2680","3035","2680","380952","1089991825","37488790710","12686562"
"044990","에이치엔에스하이텍","KONEX","일반기업부","16780","50","0.30","16870","16870","16500","4869","81470660","126035653920","7511064"
"239610","에이치엘사이언스","KOSDAQ","우량기업부","16010","560","3.62","15590","18180","15380","298244","5075859210","86327761150","5392115"
"462020","에이치엠씨제6호스팩","KOSDAQ","SPAC(소속부없음)","1987","12","0.61","1968","1987","1968","16804","33221816","8633515000","4345000"
"148930","에이치와이티씨","KOSDAQ","중견기업부","6640","50","0.76","6660","6760","6560","53468","355741000","67563414320","10175213"
"044780","에이치케이","KOSDAQ","벤처기업부","1814","14","0.78","1800","1825","1790","15772","28517909","33569497618","18505787"
"357230","에이치피오","KOSDAQ","중견기업부","7920","60","0.76","7890","8040","7750","41967","333531180","165226398480","20861919"
"355690","에이텀","KOSDAQ","기술성장기업부","17280","-820","-4.53","18070","18140","16970","211420","3679928830","93072844800","5386160"
"071670","에이테크솔루션","KOSDAQ","우량기업부","10380","0","0.00","10450","10500","10370","26798","279437660","103800000000","10000000"
"045660","에이텍","KOSDAQ","우량기업부","12410","210","1.72","12160","12530","12160","50934","630725620","102506600000","8260000"
"224110","에이텍모빌리티","KOSDAQ","벤처기업부","14310","70","0.49","14370","14400","14150","19475","276803820","76415400000","5340000"
"021080","에이티넘인베스트","KOSDAQ","우량기업부","2880","-55","-1.87","2905","2935","2880","153685","446461610","138240000000","48000000"
"089530","에이티세미콘","KOSDAQ","관리종목(소속부없음)","600","0","0.00","0","0","0","0","0","43367041800","72278403"
"200470","에이팩트","KOSDAQ","우량기업부","2750","-10","-0.36","2765","2815","2710","94814","260767060","116495755750","42362093"
"207490","에이펙스인텍","KONEX","일반기업부","6990","0","0.00","0","0","0","0","0","25164000000","3600000"
"262260","에이프로","KOSDAQ","벤처기업부","13150","90","0.69","13110","13350","13040","138827","1834527910","190169435100","14461554"
"007460","에이프로젠","KOSPI",,"937","5","0.54","932","947","926","953738","890425257","248152510746","264837258"
"109960","에이프로젠 H&G","KOSDAQ","중견기업부","720","6","0.84","711","725","711","219125","157244619","47669090400","66207070"
"003060","에이프로젠바이오로직스","KOSPI",,"277","3","1.09","276","279","273","1352035","372816217","184414048853","665754689"
"397030","에이프릴바이오","KOSDAQ","기술성장기업부","11250","-330","-2.85","11700","11720","11180","196807","2247557060","242709637500","21574190"
"244920","에이플러스에셋","KOSPI",,"4280","10","0.23","4240","4370","4240","8904","38085500","96760926040","22607693"
"089970","에이피티씨","KOSDAQ","우량기업부","14520","-310","-2.09","14900","15100","14520","30225","444419710","348198239400","23980595"
"230240","에치에프알","KOSDAQ","우량기업부","18460","-400","-2.12","18840","18840","18450","103300","1919879360","249007419960","13489026"
"230360","에코마케팅","KOSDAQ GLOBAL","우량기업부","9610","-130","-1.33","9800","9800","9590","93909","907504620","311056758690","32368029"
"038870","에코바이오","KOSDAQ","중견기업부","5630","110","1.99","5560","5730","5560","136539","769783230","76694461060","13622462"
"097780","에코볼트","KOSDAQ","중견기업부","1035","0","0.00","1043","1043","1028","135957","140733369","64925899830","62730338"
"448280","에코아이","KOSDAQ","중견기업부","37650","-300","-0.79","38300","38800","37600","181436","6886827000","371870668950","9877043"
"101360","에코앤드림","KOSDAQ","우량기업부","21850","450","2.10","21900","22850","21600","120351","2679833050","249423933550","11415283"
"128540","에코캡","KOSDAQ","벤처기업부","2820","40","1.44","2945","3250","2800","857733","2582986760","75267097200","26690460"
"086520","에코프로","KOSDAQ","우량기업부","644000","34000","5.57","628000","663000","623000","779921","502754385000","17148218192000","26627668"
"450080","에코프로머티","KOSPI",,"169000","28500","20.28","144200","174700","142200","10527968","1675628487300","11530355902000","68226958"
"247540","에코프로비엠","KOSDAQ GLOBAL","우량기업부","318000","-2000","-0.63","324000","328500","318000","1328029","428339801000","31100827392000","97801344"
"383310","에코프로에이치엔","KOSDAQ","중견기업부","68300","1200","1.79","68000","69500","67200","202345","13870623600","1045326855600","15304932"
"038110","에코플라스틱","KOSDAQ","우량기업부","4880","205","4.39","4700","5040","4685","2041178","10004189140","200906525600","41169370"
"073540","에프알텍","KOSDAQ","벤처기업부","2430","20","0.83","2415","2480","2410","9034","22128430","27702000000","11400000"
"064850","에프앤가이드","KOSDAQ","벤처기업부","6490","30","0.46","6500","6550","6460","2573","16741580","78399200000","12080000"
"036810","에프에스티","KOSDAQ","우량기업부","25900","-150","-0.58","26250","26500","25500","214202","5572815400","563500835100","21756789"
"173940","에프엔씨엔터","KOSDAQ","중견기업부","4950","0","0.00","4950","4995","4940","6070","30087200","76194399600","15392808"
"083500","에프엔에스테크","KOSDAQ","벤처기업부","11130","80","0.72","11270","11270","10860","161327","1782478580","94501735860","8490722"
"446440","에피바이오텍","KONEX","일반기업부","11800","900","8.26","11800","11800","11800","1","11800","27110547200","2297504"
"054940","엑사이엔씨","KOSDAQ","중견기업부","889","4","0.45","886","892","884","127442","112905473","29491284172","33173548"
"043090","엑서지21","KOSDAQ","투자주의환기종목(소속부없음)","581","-12","-2.02","588","602","565","189440","109028994","34352097934","59125814"
"950130","엑세스바이오","KOSDAQ","외국기업(소속부없음)","9450","160","1.72","9360","9460","9250","199535","1867083940","343181730150","36315527"
"205100","엑셈","KOSDAQ","벤처기업부","2075","50","2.47","2025","2100","2015","803625","1661740255","149324119325","71963431"
"356680","엑스게이트","KOSDAQ","벤처기업부","6710","60","0.90","6700","6960","6410","3472502","23293019820","191191331320","28493492"
"070300","엑스큐어","KOSDAQ","벤처기업부","3165","-5","-0.16","3170","3200","3115","15698","49353130","23313624210","7366074"
"317770","엑스페릭스","KOSDAQ","벤처기업부","6290","700","12.52","6000","6690","5750","4596003","28797438030","143296301740","22781606"
"092870","엑시콘","KOSDAQ","우량기업부","13300","180","1.37","13560","13910","13050","444454","5924011800","144289000100","10848797"
"317870","엔바이오니아","KOSDAQ","기술성장기업부","14900","-500","-3.25","15400","15450","14840","18532","278076560","124329965700","8344293"
"067570","엔브이에이치코리아","KOSDAQ","중견기업부","2830","70","2.54","2760","2845","2730","156090","433643075","119341100000","42170000"
"236810","엔비티","KOSDAQ","기술성장기업부","7570","400","5.58","7170","7570","7060","723372","5354525160","128503974820","16975426"
"140610","엔솔바이오사이언스","KONEX","일반기업부","8330","-1470","-15.00","8330","8330","8330","4333","36093890","90195690620","10827814"
"333620","엔시스","KOSDAQ","벤처기업부","10100","70","0.70","10090","10280","10010","13956","141804200","106619074400","10556344"
"101400","엔시트론","KOSDAQ","중견기업부","617","5","0.82","612","618","601","206398","125487103","36517900208","59186224"
"036570","엔씨소프트","KOSPI",,"231500","3000","1.31","229000","231500","226500","123829","28547293000","5082356093000","21954022"
"238170","엔에스엠","KONEX","일반기업부","489","10","2.09","495","495","450","1494","674084","10158820476","20774684"
"224760","엔에스컴퍼니","KONEX","일반기업부","4645","605","14.98","4645","4645","4645","1","4645","18299906500","3939700"
"380440","엔에이치스팩19호","KOSPI",,"10220","0","0.00","0","0","0","0","0","104836760000","10258000"
"391060","엔에이치스팩20호","KOSDAQ","SPAC(소속부없음)","9780","110","1.14","9670","9800","9580","9039","87527110","49878000000","5100000"
"422040","엔에이치스팩23호","KOSDAQ","SPAC(소속부없음)","2070","0","0.00","2070","2070","2045","1594","3265495","14821200000","7160000"
"437780","엔에이치스팩24호","KOSDAQ","SPAC(소속부없음)","2060","-5","-0.24","2075","2075","2060","891","1835765","10361800000","5030000"
"438580","엔에이치스팩25호","KOSDAQ","SPAC(소속부없음)","2460","0","0.00","0","0","0","0","0","7429200000","3020000"
"439410","엔에이치스팩26호","KOSDAQ","SPAC(소속부없음)","2000","5","0.25","2010","2010","1987","10832","21572684","17600000000","8800000"
"440820","엔에이치스팩27호","KOSDAQ","SPAC(소속부없음)","2010","5","0.25","2020","2020","2000","13895","27899450","15678000000","7800000"
"450410","엔에이치스팩28호","KOSDAQ","SPAC(소속부없음)","5450","0","0.00","0","0","0","0","0","21364000000","3920000"
"451700","엔에이치스팩29호","KOSDAQ","SPAC(소속부없음)","1971","-4","-0.20","1980","1980","1960","6817","13384215","28283850000","14350000"
"466910","엔에이치스팩30호","KOSDAQ","SPAC(소속부없음)","1888","-11","-0.58","1900","1910","1883","190823","361296831","17180800000","9100000"
"265740","엔에프씨","KOSDAQ","중견기업부","8540","-20","-0.23","8560","8560","8500","10181","86663090","76277572000","8931800"
"354200","엔젠바이오","KOSDAQ","기술성장기업부","5480","80","1.48","5360","5500","5330","63297","343778600","70632963960","12889227"
"419080","엔젯","KOSDAQ","기술성장기업부","15220","-160","-1.04","15650","15650","15070","32298","491748070","160081174740","10517817"
"093510","엔지브이아이","KONEX","일반기업부","1929","-47","-2.38","0","0","0","0","0","11612580000","6020000"
"208860","엔지스테크널러지","KOSDAQ","투자주의환기종목(소속부없음)","2205","0","0.00","0","0","0","0","0","25233717915","11443863"
"183490","엔지켐생명과학","KOSDAQ","기술성장기업부","1771","66","3.87","1705","1774","1695","340008","587465772","150651110302","85065562"
"085310","엔케이","KOSPI",,"1020","0","0.00","1013","1021","1011","157224","159749771","81583019040","79983352"
"182400","엔케이맥스","KOSDAQ","기술성장기업부","13090","-400","-2.97","13470","13490","12840","355351","4655006950","542393352270","41435703"
"348370","엔켐","KOSDAQ","벤처기업부","74700","2900","4.04","72600","75500","71500","496447","36441094500","1215437350500","16270915"
"058450","엔터파트너즈","KOSDAQ","중견기업부","2400","-200","-7.69","2655","2660","2400","139855","357353400","25033317600","10430549"
"069410","엔텔스","KOSDAQ","벤처기업부","4905","-85","-1.70","4990","5080","4895","102675","508073465","50250861720","10244824"
"227950","엔투텍","KOSDAQ","중견기업부","606","1","0.17","610","641","600","1031162","639126282","62766771180","103575530"
"291230","엔피","KOSDAQ","중견기업부","3180","5","0.16","3175","3355","3125","543103","1757929620","139094500620","43740409"
"198080","엔피디","KOSDAQ","중견기업부","2035","10","0.49","2020","2045","2015","37914","76977565","43824101475","21535185"
"048830","엔피케이","KOSDAQ","중견기업부","1897","-21","-1.09","1914","1914","1886","26984","51329780","35519281931","18723923"
"096870","엘디티","KOSDAQ","벤처기업부","3010","10","0.33","3000","3020","2955","13558","40520750","20101984000","6678400"
"276240","엘리비젼","KONEX","일반기업부","574","21","3.80","574","574","574","1","574","4622501212","8053138"
"900140","엘브이엠씨홀딩스","KOSPI",,"2580","-10","-0.39","2615","2615","2550","857983","2218186775","442698100380","171588411"
"290650","엘앤씨바이오","KOSDAQ","벤처기업부","29650","-1250","-4.05","30950","31100","29500","112270","3360890200","672607018150","22684891"
"066970","엘앤에프","KOSDAQ GLOBAL","우량기업부","186200","-600","-0.32","189100","194100","183300","706522","133525886500","6749345015000","36247825"
"156100","엘앤케이바이오","KOSDAQ","벤처기업부","9400","-380","-3.89","9680","9880","9210","143780","1356819010","187405384200","19936743"
"311060","엘에이티","KONEX","일반기업부","8400","-490","-5.51","8900","8900","7560","8009","60593020","28644562800","3410067"
"073110","엘엠에스","KOSDAQ","중견기업부","6520","-220","-3.26","6710","6880","6470","71869","474593220","58000322600","8895755"
"083310","엘오티베큠","KOSDAQ","우량기업부","20450","780","3.97","19940","21400","19810","1373641","28256136360","364215174850","17810033"
"037950","엘컴텍","KOSDAQ","중견기업부","1307","22","1.71","1287","1318","1272","1058296","1377238113","110372907333","84447519"
"170920","엘티씨","KOSDAQ","벤처기업부","13800","-570","-3.97","14370","14390","13450","307968","4238432920","124808759400","9044113"
"058630","엠게임","KOSDAQ","우량기업부","6390","-130","-1.99","6550","6550","6390","135041","870081830","124885374030","19543877"
"058970","엠로","KOSDAQ","기술성장기업부","72700","-1300","-1.76","74800","74800","71400","131520","9496848500","815121124000","11212120"
"019590","엠벤처투자","KOSDAQ","중견기업부","739","36","5.12","714","739","653","639574","449353722","84221274538","113966542"
"169330","엠브레인","KOSDAQ","중견기업부","3115","-60","-1.89","3175","3175","3060","15030","46566795","56870299570","18256918"
"097520","엠씨넥스","KOSPI",,"30500","-400","-1.29","30900","30900","30100","74358","2257256150","548320826000","17977732"
"373170","엠아이큐브솔루션","KOSDAQ","벤처기업부","14900","-110","-0.73","15070","15290","14820","13758","205937810","73649657000","4942930"
"179290","엠아이텍","KOSDAQ","우량기업부","6410","-10","-0.16","6390","6480","6380","45836","294314620","206887095980","32275678"
"009780","엠에스씨","KOSDAQ","우량기업부","5250","-30","-0.57","5300","5300","5200","16725","87512950","92400000000","17600000"
"123040","엠에스오토텍","KOSDAQ","중견기업부","5120","125","2.50","4975","5140","4975","200378","1017204020","233770378240","45658277"
"323230","엠에프엠코리아","KOSDAQ","중견기업부","2870","200","7.49","2660","2890","2575","669945","1840801870","114502449880","39896324"
"032790","엠젠솔루션","KOSDAQ","벤처기업부","1620","49","3.12","1566","1624","1504","656444","1020898363","51445632060","31756563"
"033160","엠케이전자","KOSDAQ","우량기업부","12200","10","0.08","12280","13000","12170","376316","4734458200","269209238200","22066331"
"347890","엠투아이","KOSDAQ","벤처기업부","7850","50","0.64","7810","7950","7790","60055","471479340","132768651400","16913204"
"033310","엠투엔","KOSDAQ","중견기업부","3480","-45","-1.28","3500","3540","3435","98126","343244880","140390963880","40342231"
"259630","엠플러스","KOSDAQ","벤처기업부","11680","140","1.21","11600","11800","11490","79673","931782240","143458455360","12282402"
"115960","연우","KOSDAQ","우량기업부","14350","70","0.49","14420","14420","14280","8328","119365690","177911300000","12398000"
"060850","영림원소프트랩","KOSDAQ","벤처기업부","9040","0","0.00","9020","9200","8900","14981","135600690","73504240000","8131000"
"014440","영보화학","KOSPI",,"3750","70","1.90","3680","3870","3650","106728","400976650","75000000000","20000000"
"143540","영우디에스피","KOSDAQ","벤처기업부","911","4","0.44","912","915","900","40232","36577550","40630504345","44599895"
"111770","영원무역","KOSPI",,"46050","650","1.43","45400","46100","45100","110805","5058729850","2040543101400","44311468"
"009970","영원무역홀딩스","KOSPI",,"81300","700","0.87","80500","81900","78700","48853","3911054100","1108573629600","13635592"
"003520","영진약품","KOSPI",,"2025","-15","-0.74","2065","2070","2025","359056","733065705","370357780275","182892731"
"000670","영풍","KOSPI",,"507000","7000","1.40","505000","513000","499000","1970","995467000","933914280000","1842040"
"036560","영풍정밀","KOSDAQ","우량기업부","12920","40","0.31","12830","13060","12830","84791","1096016830","203490000000","15750000"
"006740","영풍제지","KOSPI",,"2790","15","0.54","2780","2845","2775","1374953","3865699505","129685192920","46482148"
"012280","영화금속","KOSPI",,"877","-9","-1.02","882","883","874","152747","134040741","46826980885","53394505"
"265560","영화테크","KOSDAQ","벤처기업부","10350","90","0.88","10260","10450","10250","41781","433794300","110643363000","10690180"
"012160","영흥","KOSPI",,"577","-12","-2.04","585","592","545","238611","135715899","58456084644","101310372"
"036000","예림당","KOSDAQ","중견기업부","1818","6","0.33","1833","1834","1801","5912","10711773","41876315586","23034277"
"250930","예선테크","KOSDAQ","벤처기업부","773","6","0.78","771","776","762","9260","7106547","25509340120","33000440"
"053280","예스24","KOSDAQ","우량기업부","4690","-50","-1.05","4785","4785","4665","118113","553559415","117250000000","25000000"
"015360","예스코홀딩스","KOSPI",,"35200","-100","-0.28","35250","35350","35000","6324","222224950","211200000000","6000000"
"122640","예스티","KOSDAQ","벤처기업부","17140","-890","-4.94","18040","18320","17000","293306","5093383880","326420021880","19044342"
"900300","오가닉티코스메틱","KOSDAQ","투자주의환기종목(소속부없음)","118","-2","-1.67","118","121","118","992760","118432147","28941090758","245263481"
"045060","오공","KOSDAQ","우량기업부","3185","75","2.41","3110","3210","3105","15247","48351535","53960187190","16941974"
"080520","오디텍","KOSDAQ","벤처기업부","4680","-20","-0.43","4700","4725","4655","9146","42905825","54974130120","11746609"
"007310","오뚜기","KOSPI",,"394000","9500","2.47","385500","394000","383500","8482","3308753000","1579085020000","4007830"
"039830","오로라","KOSDAQ","우량기업부","7190","0","0.00","7160","7230","7110","6086","43608940","77385179100","10762890"
"322310","오로스테크놀로지","KOSDAQ","벤처기업부","26600","-450","-1.66","27450","27750","26200","327361","8858788400","249150017200","9366542"
"046120","오르비텍","KOSDAQ","중견기업부","3385","85","2.58","3310","3390","3295","215477","719902760","91627969240","27068824"
"014940","오리엔탈정공","KOSDAQ","우량기업부","2935","-35","-1.18","2970","2980","2930","36723","108574630","133758695035","45573661"
"002630","오리엔트바이오","KOSPI",,"599","-1","-0.17","600","605","591","149420","89686608","71031219995","118583005"
"065500","오리엔트정공","KOSDAQ","중견기업부","1224","7","0.58","1239","1239","1216","72616","88728361","38853324288","31742912"
"271560","오리온","KOSPI",,"109700","-1100","-0.99","111100","111400","109700","100555","11059385100","4337113680400","39536132"
"001800","오리온홀딩스","KOSPI",,"15010","-20","-0.13","15140","15160","15010","59175","890709140","940307784220","62645422"
"010470","오리콤","KOSDAQ","우량기업부","12300","50","0.41","12210","12440","12170","42342","520391770","147293115000","11975050"
"417860","오브젠","KOSDAQ","기술성장기업부","21850","500","2.34","21600","22200","21400","19120","419040650","85320972500","3904850"
"352910","오비고","KOSDAQ","기술성장기업부","10000","280","2.88","9720","10000","9210","113116","1115952030","121660930000","12166093"
"053980","오상자이엘","KOSDAQ","우량기업부","5780","100","1.76","5670","5830","5660","86728","500791740","102582757960","17747882"
"052420","오성첨단소재","KOSDAQ","중견기업부","1459","26","1.81","1433","1463","1429","246303","357197109","118879142002","81479878"
"241790","오션브릿지","KOSDAQ","우량기업부","12930","520","4.19","12540","13130","12510","113279","1457593270","129334057620","10002634"
"039200","오스코텍","KOSDAQ","벤처기업부","20650","100","0.49","20700","21200","20350","219393","4555351700","784368732700","37983958"
"226400","오스테오닉","KOSDAQ","기술성장기업부","4650","-15","-0.32","4630","4780","4630","167159","785790820","96076444650","20661601"
"031510","오스템","KOSDAQ","중견기업부","1820","-130","-6.67","1950","1950","1820","228637","427809520","50960000000","28000000"
"368970","오에스피","KOSDAQ","벤처기업부","5740","-430","-6.97","6160","6170","5660","251501","1478137530","53646958400","9346160"
"138080","오이솔루션","KOSDAQ","우량기업부","12800","-10","-0.08","13000","13050","12650","36262","464441340","135988416000","10624095"
"080580","오킨스전자","KOSDAQ","우량기업부","6710","30","0.45","7450","8350","6450","9882905","71506266280","118628089580","17679298"
"067170","오텍","KOSDAQ","중견기업부","4370","0","0.00","4370","4420","4360","17606","77079485","67261313850","15391605"
"353590","오토앤","KOSDAQ","중견기업부","7930","80","1.02","7850","8010","7700","41368","325801380","102103270100","12875570"
"173130","오파스넷","KOSDAQ","중견기업부","15300","130","0.86","15120","15420","15020","156002","2372210960","181464579000","11860430"
"440320","오픈놀","KOSDAQ","기술성장기업부","11380","560","5.18","11000","11540","10700","424517","4760026830","111580900000","9805000"
"049480","오픈베이스","KOSDAQ","우량기업부","2525","-5","-0.20","2540","2560","2520","132855","337205555","79341517075","31422383"
"394280","오픈엣지테크놀로지","KOSDAQ","기술성장기업부","21650","-1100","-4.84","23150","23400","21150","1791490","39135885200","464604886500","21459810"
"309930","오하임앤컴퍼니","KOSDAQ","중견기업부","4445","-15","-0.34","4400","4845","4260","535578","2497866730","94569108550","21275390"
"244460","올리패스","KOSDAQ","투자주의환기종목(소속부없음)","792","27","3.53","772","801","766","435167","342528381","24311854512","30696786"
"226950","올릭스","KOSDAQ","기술성장기업부","13260","110","0.84","13160","13270","13080","34179","450179720","212422004340","16019759"
"057540","옴니시스템","KOSDAQ","중견기업부","864","-1","-0.12","865","871","859","175273","151154506","53092242720","61449355"
"131030","옵투스제약","KOSDAQ","우량기업부","5080","-30","-0.59","5110","5130","5080","15444","78791310","82058062960","16153162"
"082210","옵트론텍","KOSDAQ","중견기업부","3055","-25","-0.81","3100","3120","3040","69262","211501120","74798451975","24483945"
"109080","옵티시스","KOSDAQ","벤처기업부","10170","-60","-0.59","10270","10270","10120","13760","140103370","57318120000","5636000"
"380540","옵티코어","KOSDAQ","벤처기업부","1294","40","3.19","1279","1382","1244","312961","410776161","36409402224","28137096"
"153710","옵티팜","KOSDAQ","기술성장기업부","7000","-10","-0.14","6980","7080","6950","9829","68732000","102689706000","14669958"
"321820","와이더플래닛","KOSDAQ","기술성장기업부","13760","3170","29.93","13760","13760","13760","270489","3721928640","95057960320","6908282"
"432430","와이랩","KOSDAQ","기술성장기업부","7900","-60","-0.75","7990","8070","7860","78577","626994520","126517078000","16014820"
"338840","와이바이오로직스","KOSDAQ","기술성장기업부","12590","-1100","-8.04","13450","13680","12530","1124915","14656399760","174584245820","13866898"
"122990","와이솔","KOSDAQ","우량기업부","7650","-660","-7.94","8160","8160","7550","399154","3127617030","215630098650","28186941"
"112290","와이씨켐","KOSDAQ","기술성장기업부","10130","-640","-5.94","10810","10900","10030","102750","1057793390","102419820850","10110545"
"232140","와이아이케이","KOSDAQ","우량기업부","4315","-165","-3.68","4800","4915","4200","9022447","40974169415","354025685250","82045350"
"065530","와이어블","KOSDAQ","중견기업부","1857","4","0.22","1856","1863","1850","44309","82243729","98161020000","52860000"
"067900","와이엔텍","KOSDAQ","우량기업부","7290","90","1.25","7210","7300","7200","34950","253276200","132675514110","18199659"
"007530","와이엠","KOSDAQ","중견기업부","2820","50","1.81","2770","2830","2770","21926","61624300","54071954640","19174452"
"155650","와이엠씨","KOSDAQ","우량기업부","5680","10","0.18","5670","5760","5620","42896","244540680","110614353440","19474358"
"273640","와이엠텍","KOSDAQ","벤처기업부","15750","-310","-1.93","15910","16440","15610","118211","1878554430","172714500000","10966000"
"251370","와이엠티","KOSDAQ","우량기업부","10670","-360","-3.26","10900","11030","10670","14127","151875310","174075330880","16314464"
"066430","와이오엠","KOSDAQ","중견기업부","803","15","1.90","796","810","789","77440","62009351","31440241228","39153476"
"193250","와이제이엠게임즈","KOSDAQ","중견기업부","818","4","0.49","815","825","809","74284","60598641","51798522386","63323377"
"273060","와이즈버즈","KOSDAQ","중견기업부","1425","177","14.18","1240","1595","1207","58791332","86735860523","71904904350","50459582"
"019210","와이지-원","KOSDAQ","우량기업부","5780","150","2.66","5630","5810","5630","130395","748288230","176716673820","30573819"
"122870","와이지엔터테인먼트","KOSDAQ","우량기업부","52200","300","0.58","52200","52600","51700","282150","14698787200","975128833800","18680629"
"011690","와이투솔루션","KOSPI",,"2800","-10","-0.36","2810","2890","2780","57462","162498015","102408303200","36574394"
"332570","와이팜","KOSDAQ","벤처기업부","2880","5","0.17","2880","2895","2840","108727","310778740","113585345280","39439356"
"079000","와토스코리아","KOSDAQ","중견기업부","4970","0","0.00","4980","5100","4930","9378","46688820","35784000000","7200000"
"070960","용평리조트","KOSPI",,"3110","20","0.65","3090","3150","3065","39779","123802600","149694665630","48133333"
"403490","우듬지팜","KOSDAQ","벤처기업부","2770","120","4.53","2650","2800","2590","2105346","5737961380","124440765280","44924464"
"316140","우리금융지주","KOSPI",,"13040","60","0.46","13010","13050","12970","2202586","28690347950","9805420971440","751949461"
"032820","우리기술","KOSDAQ","벤처기업부","1308","1","0.08","1319","1319","1301","947130","1240795860","201195594696","153819262"
"041190","우리기술투자","KOSDAQ","우량기업부","6440","-300","-4.45","6690","6700","6400","1997559","13031916470","540960000000","84000000"
"115440","우리넷","KOSDAQ","벤처기업부","6880","-60","-0.86","6940","7000","6880","56001","387009970","73989164320","10754239"
"046970","우리로","KOSDAQ","벤처기업부","1898","-6","-0.32","1900","1920","1868","955371","1809261537","83179848102","43824999"
"082850","우리바이오","KOSDAQ","중견기업부","2605","65","2.56","2540","2625","2540","224809","582710625","126177285690","48436578"
"215360","우리산업","KOSDAQ","중견기업부","13740","170","1.25","13650","14030","13580","57546","793861380","125475919620","9132163"
"072470","우리산업홀딩스","KOSDAQ","중견기업부","3560","35","0.99","3540","3630","3495","46242","163077675","67238933960","18887341"
"073560","우리손에프앤지","KOSDAQ","우량기업부","1519","-4","-0.26","1523","1526","1514","173352","263077055","105171979717","69237643"
"037400","우리엔터프라이즈","KOSDAQ","중견기업부","1741","-59","-3.28","1782","1784","1714","97936","171816915","45654845386","26223346"
"153490","우리이앤엘","KOSDAQ","우량기업부","1024","-7","-0.68","1031","1031","1015","188980","193444332","52715520000","51480000"
"101170","우림피티에스","KOSDAQ","벤처기업부","5660","50","0.89","5620","5690","5560","46058","259925310","76410000000","13500000"
"006980","우성","KOSPI",,"19990","-10","-0.05","19830","20100","19830","3318","66215870","61769100000","3090000"
"066590","우수AMS","KOSDAQ","중견기업부","2610","10","0.38","2600","2650","2595","104301","273571560","101980801440","39073104"
"017370","우신시스템","KOSPI",,"8620","20","0.23","8670","9200","8570","163317","1449150600","157867145480","18314054"
"103840","우양","KOSDAQ","중견기업부","5300","310","6.21","5010","5370","5010","591611","3102549170","86742068400","16366428"
"046940","우원개발","KOSDAQ","우량기업부","3065","0","0.00","3050","3100","3050","100127","307066995","55397882750","18074350"
"215380","우정바이오","KOSDAQ","벤처기업부","2180","15","0.69","2185","2205","2160","23657","51701265","28247373980","12957511"
